function_count,struct_count,union_count,enum_count,typedef_count,global_var_count,goto_count,return_count,switch_count,case_count,ternary_count,static_count,const_count,malloc_count,calloc_count,realloc_count,free_count,total_alloc,memory_pair_ratio,null_check_count,null_check_ratio,printf_count,scanf_count,fprintf_count,fscanf_count,fopen_count,fclose_count,puts_count,gets_count,fgets_count,file_pair_ratio,include_count,std_header_count,custom_header_count,header_diversity,define_count,define_func_count,ifdef_count,ifndef_count,pragma_count,define_descriptive_ratio,single_char_var_count,unique_id_count,avg_id_length,snake_case_count,camel_case_count,upper_case_count,naming_consistency,naming_uniform,func_count_named,func_descriptive_ratio,func_short_name_count,comment_count,perfect_comment_ratio,capitalized_comment_ratio,avg_comment_len,std_comment_len,explanatory_comment_ratio,step_comment_count,doc_comment_count,dead_code_count,comment_line_count,comment_line_ratio,op_spacing_total,op_spacing_rate,comma_total,comma_space_rate,total_lines,total_chars,line_len_mean,line_len_std,line_len_max,nb_line_len_mean,nb_line_len_std,nb_line_len_cv,blank_line_ratio,max_consec_blank,tab_indent_lines,space_indent_lines,mixed_indent,indent_mode,indent_inconsistency,indent_inconsistency_ratio,trailing_ws_ratio,brace_same_line,brace_next_line,brace_consistency,code_density,cyclomatic_branches,avg_cyclomatic,max_nesting,avg_nesting,halstead_n1,halstead_n2,halstead_N1,halstead_N2,halstead_vocabulary,halstead_length,halstead_volume,halstead_difficulty,halstead_effort,halstead_bugs,maintainability_index,ast_node_count,ast_error_count,ast_error_ratio,_file,_path,_label,_chars
1,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0.0,2,2.0,22,13,0,0,0,0,0,0,0,0.0,2,2,0,2,0,0,0,0,0,0.0,0,9,5.0,0,0,0,1.0,True,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,6,1.0,33,1.0,84,2346,26.94047619047619,18.99269984473746,66,32.32857142857143,16.08346216155094,0.49749993429454964,0.16666666666666666,1,0,66,False,2,0,0.0,0.0,4,0,1.0,0.8333333333333334,10,10.0,3,2.25,7,32,25,138,39,163,861.52,15.09,13003.58,0.2872,64.73,673,0,0.0,009116_FormAI_17880.c,C:\Users\ad\Downloads\codepython\project\fraud_detection_system\data_C\AI\009116_FormAI_17880.c,1,2346
2,0,0,0,0,0,0,5,1,6,0,0,0,0,0,0,0,0,0.0,5,5.0,2,0,0,0,0,0,0,1,1,0.0,3,3,0,3,0,0,0,0,0,0.0,10,15,5.032786885245901,2,0,0,1.0,True,2,0.5,0,21,0.0,0.23809523809523808,21.428571428571427,16.62920960974688,0.5714285714285714,0,3,0,21,0.3620689655172414,25,1.0,9,1.0,69,1998,27.971014492753625,23.863726044143544,88,33.275862068965516,22.382099608337167,0.6726226825303397,0.15942028985507245,1,0,51,False,2,0,0.0,0.0,5,0,1.0,0.8405797101449275,17,8.5,3,2.111111111111111,10,40,37,107,50,144,812.72,13.38,10870.07,0.2709,100.0,493,0,0.0,006006_FormAI_44116.c,C:\Users\ad\Downloads\codepython\project\fraud_detection_system\data_C\AI\006006_FormAI_44116.c,1,1998
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,22,4,0,0,0,0,0,0,0,0.0,3,3,0,3,0,0,0,0,0,0.0,0,12,9.690909090909091,6,0,0,1.0,True,1,0.0,0,8,0.0,0.125,33.125,18.704528195065492,1.0,0,1,0,10,0.18518518518518517,8,1.0,11,1.0,64,2260,34.328125,23.918517073271392,92,40.68518518518518,20.479279568197047,0.503359625253819,0.15625,1,0,47,False,2,0,0.0,0.0,2,0,1.0,0.84375,1,1.0,2,1.6666666666666667,6,43,12,96,49,108,606.39,6.7,4061.39,0.2021,100.0,506,0,0.0,029871_FormAI_81409.c,C:\Users\ad\Downloads\codepython\project\fraud_detection_system\data_C\AI\029871_FormAI_81409.c,1,2260
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,10,2,0,0,0,0,0,0,0,0.0,3,3,0,3,0,0,0,0,0,0.0,0,11,6.102564102564102,0,1,0,1.0,True,1,0.0,0,7,0.0,0.0,35.0,14.09153748075165,1.0,0,0,0,7,0.16666666666666666,11,0.7272727272727273,6,1.0,53,1636,29.88679245283019,27.434079052981275,105,37.714285714285715,25.583928841481452,0.6783617495847355,0.20754716981132076,1,0,37,False,2,0,0.0,0.0,7,0,1.0,0.7924528301886793,7,7.0,5,3.2222222222222223,9,29,15,64,38,79,414.59,9.93,4117.27,0.1382,100.0,355,0,0.0,101327_FormAI_66703.c,C:\Users\ad\Downloads\codepython\project\fraud_detection_system\data_C\AI\101327_FormAI_66703.c,1,1636
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1,1.0,6,1,0,0,0,0,0,0,0,0.0,3,3,0,3,0,0,0,0,0,0.0,8,8,3.8947368421052633,1,0,0,1.0,True,1,0.0,0,5,0.0,0.0,30.6,4.363484845854286,1.0,0,0,0,5,0.14285714285714285,17,1.0,2,1.0,44,1171,25.636363636363637,23.745900037586306,109,32.114285714285714,22.43437595498916,0.6985793224418333,0.20454545454545456,1,0,30,False,2,0,0.0,0.022727272727272728,7,0,1.0,0.7954545454545454,6,6.0,3,2.4444444444444446,6,28,23,72,34,95,483.31,7.71,3728.38,0.1611,100.0,385,0,0.0,037930_FormAI_81094.c,C:\Users\ad\Downloads\codepython\project\fraud_detection_system\data_C\AI\037930_FormAI_81094.c,1,1171
3,0,0,0,0,2,0,3,1,3,0,0,0,0,0,0,0,0,0.0,1,1.0,18,2,0,0,0,0,0,1,0,0.0,3,3,0,3,0,0,0,0,0,0.0,12,14,5.552941176470588,0,2,0,1.0,True,5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,26,1.0,5,1.0,100,2401,23.02,18.28933022283757,63,24.231578947368423,17.965143227682198,0.7413938343309334,0.05,1,0,81,False,2,0,0.0,0.02,0,10,1.0,0.95,10,3.3333333333333335,3,2.375,13,44,33,130,57,163,950.76,19.2,18258.93,0.3169,59.27,713,0,0.0,010458_FormAI_67745.c,C:\Users\ad\Downloads\codepython\project\fraud_detection_system\data_C\AI\010458_FormAI_67745.c,1,2401
3,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,3,0,0,0,0,0,0,0,0,0.0,2,2,0,2,1,0,0,0,0,1.0,6,14,7.907407407407407,4,0,1,1.0,True,3,0.6666666666666666,0,15,0.0,1.0,31.866666666666667,13.08875683766627,0.9333333333333333,0,2,0,15,0.3,2,1.0,12,1.0,63,1732,26.50793650793651,23.328484541009,97,33.4,21.34291451512656,0.6390094166205557,0.20634920634920634,1,0,30,False,2,0,0.0,0.0,5,0,1.0,0.7936507936507936,2,0.6666666666666666,2,1.4,6,34,14,77,40,91,484.3,6.79,3290.36,0.1614,100.0,361,0,0.0,013238_FormAI_14907.c,C:\Users\ad\Downloads\codepython\project\fraud_detection_system\data_C\AI\013238_FormAI_14907.c,1,1732
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,16,2,0,0,0,0,0,0,0,0.0,3,3,0,3,0,0,0,0,0,0.0,0,10,4.928571428571429,0,0,0,1.0,True,1,0.0,0,11,0.0,1.0,30.818181818181817,8.38633284054459,1.0,0,4,0,11,0.2037037037037037,6,1.0,22,1.0,68,1860,26.36764705882353,24.13436920279063,94,32.98148148148148,22.810402711905077,0.6916124348359766,0.20588235294117646,1,0,48,False,2,0,0.0,0.04411764705882353,0,1,1.0,0.7941176470588235,2,2.0,2,1.8,8,28,16,91,36,107,553.18,13.0,7191.37,0.1844,100.0,421,0,0.0,036434_FormAI_82554.c,C:\Users\ad\Downloads\codepython\project\fraud_detection_system\data_C\AI\036434_FormAI_82554.c,1,1860
1,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0.0,0,0.0,15,3,0,0,0,0,0,0,0,0.0,2,2,0,2,0,0,0,0,0,0.0,0,9,7.854166666666667,4,0,0,1.0,True,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,5,1.0,10,1.0,56,1695,29.285714285714285,18.486205557614234,76,32.6530612244898,17.281051343215893,0.5292321973859867,0.125,1,0,45,False,2,0,0.0,0.10714285714285714,4,0,1.0,0.875,8,8.0,3,2.25,4,38,12,82,42,94,506.88,4.32,2187.58,0.169,73.73,422,0,0.0,083320_FormAI_36091.c,C:\Users\ad\Downloads\codepython\project\fraud_detection_system\data_C\AI\083320_FormAI_36091.c,1,1695
2,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0.0,4,4.0,2,0,0,0,0,0,0,0,0,0.0,5,3,2,5,3,0,0,0,0,1.0,13,34,5.875,6,1,5,0.8571428571428571,False,2,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,11,1.0,20,1.0,90,2223,23.711111111111112,23.566569752014047,164,28.783783783783782,23.033037535579467,0.8002088157900848,0.17777777777777778,1,0,60,False,2,0,0.0,0.011111111111111112,14,0,1.0,0.8222222222222222,12,6.0,5,2.533333333333333,7,59,28,166,66,194,1172.61,9.85,11547.25,0.3909,61.77,763,0,0.0,059429_FormAI_61397.c,C:\Users\ad\Downloads\codepython\project\fraud_detection_system\data_C\AI\059429_FormAI_61397.c,1,2223
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0.0,0,0.0,9,0,0,0,0,0,0,0,0,0.0,5,4,1,5,1,0,0,0,0,0.0,33,23,4.769230769230769,0,0,1,1.0,True,1,0.0,0,9,0.0,1.0,28.333333333333332,9.055385138137417,0.8888888888888888,0,0,0,9,0.15,0,0.0,42,1.0,71,1738,23.492957746478872,15.146117653845495,55,27.8,12.317737887561442,0.44308409667487203,0.15492957746478872,1,0,51,False,2,0,0.0,0.0,0,1,1.0,0.8450704225352113,0,0.0,1,1.0,0,43,0,147,43,147,797.66,0.0,0.0,0.0,98.16,606,0,0.0,049823_FormAI_64042.c,C:\Users\ad\Downloads\codepython\project\fraud_detection_system\data_C\AI\049823_FormAI_64042.c,1,1738
1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,1,1.0,2,0,0,0,1,1,0,0,0,1.0,4,4,0,4,4,0,0,0,0,1.0,0,20,8.153846153846153,0,3,5,1.0,True,1,0.0,0,7,0.0,0.0,36.42857142857143,10.978643461051915,1.0,0,0,0,7,0.18421052631578946,6,1.0,8,1.0,47,1427,29.382978723404257,24.797523204639887,91,36.3421052631579,22.531003570273043,0.6199696854962894,0.19148936170212766,1,0,28,False,2,0,0.0,0.02127659574468085,4,0,1.0,0.8085106382978723,3,3.0,3,2.25,8,32,10,53,40,63,335.28,6.62,2221.24,0.1118,100.0,269,0,0.0,109328_FormAI_35468.c,C:\Users\ad\Downloads\codepython\project\fraud_detection_system\data_C\AI\109328_FormAI_35468.c,1,1427
3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,2,1.0,0,0.0,12,0,0,0,0,0,0,0,0,0.0,2,2,0,2,0,0,0,0,0,0.0,58,19,6.596685082872928,0,10,0,1.0,True,3,0.0,0,11,0.0,1.0,44.45454545454545,14.499928754455917,0.9090909090909091,0,5,0,11,0.12790697674418605,54,0.037037037037037035,22,1.0,102,3362,31.970588235294116,28.059619958278105,140,37.91860465116279,26.613606904581847,0.7018614516387731,0.1568627450980392,1,0,75,False,2,0,0.0,0.0,17,0,1.0,0.8431372549019608,14,4.666666666666667,3,2.235294117647059,10,33,71,223,43,294,1595.32,33.79,53902.54,0.5318,83.58,1038,0,0.0,030512_FormAI_72023.c,C:\Users\ad\Downloads\codepython\project\fraud_detection_system\data_C\AI\030512_FormAI_72023.c,1,3362
2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,1,1.0,6,2,0,0,0,0,0,0,0,0.0,3,3,0,3,0,0,0,0,0,0.0,46,10,2.7341772151898733,0,0,0,1.0,True,2,0.0,1,9,0.0,1.0,37.111111111111114,18.247949318238135,1.0,7,0,0,9,0.18,32,0.875,13,1.0,63,1509,22.96825396825397,19.91806092268088,82,28.94,18.084700716351378,0.6249032728525009,0.20634920634920634,1,0,43,False,2,0,0.0,0.0,4,0,1.0,0.7936507936507936,6,3.0,3,1.8571428571428572,13,29,43,106,42,149,803.46,23.76,19088.99,0.2678,100.0,484,0,0.0,047819_FormAI_41785.c,C:\Users\ad\Downloads\codepython\project\fraud_detection_system\data_C\AI\047819_FormAI_41785.c,1,1509
2,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,9,2,0,0,0,0,0,1,1,0.0,3,3,0,3,4,0,0,0,0,1.0,11,17,6.512820512820513,1,0,4,1.0,True,2,0.5,0,13,0.0,1.0,37.0,7.5447383601472175,1.0,0,3,0,13,0.21666666666666667,13,1.0,8,1.0,74,2137,27.89189189189189,23.259736448721608,99,34.4,21.05643211309393,0.612105584682963,0.1891891891891892,1,0,42,False,2,0,0.0,0.0,5,0,1.0,0.8108108108108109,3,1.5,3,1.8,11,33,28,101,44,129,704.27,16.83,11855.16,0.2348,100.0,449,0,0.0,021319_FormAI_50360.c,C:\Users\ad\Downloads\codepython\project\fraud_detection_system\data_C\AI\021319_FormAI_50360.c,1,2137
2,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0.0,2,2.0,2,0,1,0,0,0,0,0,0,0.0,4,2,2,4,0,0,0,0,0,0.0,4,24,6.796296296296297,6,0,3,1.0,True,3,0.6666666666666666,0,5,0.0,1.0,50.6,20.254382241875458,1.0,0,0,0,5,0.11627906976744186,6,1.0,9,1.0,51,1420,26.862745098039216,23.45125909730117,86,31.86046511627907,22.204735924079024,0.6969369669601445,0.1568627450980392,1,0,34,False,2,0,0.0,0.0,8,0,1.0,0.8431372549019608,6,3.0,3,2.25,8,36,16,71,44,87,474.97,7.89,3746.99,0.1583,100.0,365,0,0.0,046566_FormAI_24046.c,C:\Users\ad\Downloads\codepython\project\fraud_detection_system\data_C\AI\046566_FormAI_24046.c,1,1420
1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,8,4,0,0,0,0,0,0,0,0.0,3,3,0,3,0,0,0,0,0,0.0,26,11,5.35,0,3,0,1.0,True,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,10,0.9,12,1.0,53,1346,24.41509433962264,21.0492987937385,79,30.093023255813954,19.371297339810933,0.6437138992363757,0.18867924528301888,1,0,36,False,2,0,0.0,0.0,7,0,1.0,0.8113207547169812,6,6.0,3,2.142857142857143,8,27,31,107,35,138,707.84,15.85,11220.59,0.2359,74.57,463,0,0.0,027460_FormAI_101460.c,C:\Users\ad\Downloads\codepython\project\fraud_detection_system\data_C\AI\027460_FormAI_101460.c,1,1346
3,2,0,0,1,1,0,3,0,0,0,0,2,0,0,0,1,0,0.0,3,3.0,3,0,0,0,1,1,0,1,1,1.0,4,4,0,4,1,0,0,0,0,1.0,18,28,5.80188679245283,6,0,1,1.0,True,4,0.75,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,18,0.8333333333333334,17,1.0,81,1922,22.74074074074074,21.417529325631055,72,30.7,19.362592801585226,0.630703348585838,0.25925925925925924,1,0,45,False,2,0,0.0,0.0,12,0,1.0,0.7407407407407407,9,3.0,5,2.5833333333333335,10,44,36,147,54,183,1053.14,16.7,17592.3,0.351,66.41,662,0,0.0,048520_FormAI_3336.c,C:\Users\ad\Downloads\codepython\project\fraud_detection_system\data_C\AI\048520_FormAI_3336.c,1,1922
6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,5,5.0,10,0,0,0,0,0,0,1,1,0.0,7,3,4,7,2,0,0,0,0,0.5,0,23,4.64935064935065,0,0,4,1.0,True,6,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,12,1.0,21,1.0,115,2048,16.817391304347826,16.863947966617847,104,18.96078431372549,16.73315457796138,0.8825138402027201,0.11304347826086956,1,0,74,False,2,0,0.0,0.0,0,19,1.0,0.8869565217391304,13,2.1666666666666665,3,2.0,4,47,13,131,51,144,816.83,5.57,4553.39,0.2723,58.22,712,0,0.0,034993_FormAI_46874.c,C:\Users\ad\Downloads\codepython\project\fraud_detection_system\data_C\AI\034993_FormAI_46874.c,1,2048
4,5,0,0,0,0,0,4,1,5,0,0,0,0,0,0,0,0,0.0,1,1.0,19,5,0,0,0,0,0,0,0,0.0,3,3,0,3,0,0,0,0,0,0.0,20,14,4.539823008849558,3,0,0,1.0,True,4,0.75,0,8,0.0,1.0,37.875,11.645143837668988,1.0,0,3,0,8,0.08333333333333333,10,0.4,19,1.0,111,2731,23.61261261261261,18.48747868015079,79,27.302083333333332,17.159860984083043,0.6285183725570287,0.13513513513513514,1,0,79,False,2,0,0.0,0.0,14,0,1.0,0.8648648648648649,15,3.75,3,1.9285714285714286,10,47,40,164,57,204,1189.91,17.45,20760.12,0.3966,78.41,838,0,0.0,091988_FormAI_104003.c,C:\Users\ad\Downloads\codepython\project\fraud_detection_system\data_C\AI\091988_FormAI_104003.c,1,2731
1,0,0,0,0,0,0,5,1,4,0,0,0,0,0,0,0,0,0.0,0,0.0,20,4,0,0,0,0,0,0,0,0.0,1,1,0,1,0,0,0,0,0,0.0,0,7,6.75,0,1,0,1.0,True,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,10,1.0,7,1.0,63,1951,29.984126984126984,27.647722753315367,111,36.32692307692308,26.37577644051899,0.7260669004272035,0.1746031746031746,1,0,49,False,2,37,0.7551020408163265,0.0,6,0,1.0,0.8253968253968254,9,9.0,3,2.4285714285714284,7,34,14,83,41,97,519.68,8.54,4440.23,0.1732,72.4,465,0,0.0,084939_FormAI_18113.c,C:\Users\ad\Downloads\codepython\project\fraud_detection_system\data_C\AI\084939_FormAI_18113.c,1,1951
2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,2,2.0,18,1,0,0,0,0,0,0,0,0.0,4,4,0,4,3,0,0,0,0,0.3333333333333333,95,20,3.985294117647059,4,1,3,0.8,False,2,0.0,0,31,0.0,0.9354838709677419,30.225806451612904,14.831765556093654,0.8064516129032258,0,5,0,31,0.19375,35,1.0,9,1.0,181,4998,26.61878453038674,17.584632940431415,72,30.1125,15.639688096314453,0.5193752792466402,0.11602209944751381,1,0,148,False,2,0,0.0,0.0,26,0,1.0,0.8839779005524862,34,17.0,5,3.1923076923076925,11,51,91,276,62,367,2185.19,29.76,65041.54,0.7284,72.49,1294,0,0.0,087841_FormAI_5426.c,C:\Users\ad\Downloads\codepython\project\fraud_detection_system\data_C\AI\087841_FormAI_5426.c,1,4998
5,2,0,0,1,0,0,5,1,4,0,0,0,1,0,0,1,1,1.0,4,4.0,20,4,0,0,0,0,0,0,0,0.0,3,3,0,3,0,0,0,0,0,0.0,8,20,4.781512605042017,1,0,0,1.0,True,5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,8,1.0,12,1.0,108,2777,24.72222222222222,17.828313589122747,98,26.176470588235293,17.27653501293175,0.6600024611681792,0.05555555555555555,1,0,87,False,2,0,0.0,0.0,13,0,1.0,0.9444444444444444,13,2.6,4,2.2941176470588234,9,48,38,171,57,209,1219.07,16.03,19543.28,0.4064,56.14,848,0,0.0,089593_FormAI_92517.c,C:\Users\ad\Downloads\codepython\project\fraud_detection_system\data_C\AI\089593_FormAI_92517.c,1,2777
1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0.0,2,2,0,2,0,0,0,0,0,0.0,23,19,2.1,1,0,0,1.0,True,1,0.0,0,22,0.0,1.0,27.5,9.257674948632916,0.8636363636363636,0,0,0,22,0.4782608695652174,29,0.27586206896551724,5,1.0,56,1765,30.535714285714285,21.342416088385963,110,35.95652173913044,19.70870092749716,0.5481259024575993,0.17857142857142858,1,0,42,False,2,0,0.0,0.16071428571428573,2,0,1.0,0.8214285714285714,1,1.0,2,1.5,8,33,47,104,41,151,808.99,12.61,10198.18,0.2697,100.0,377,0,0.0,009358_FormAI_82346.c,C:\Users\ad\Downloads\codepython\project\fraud_detection_system\data_C\AI\009358_FormAI_82346.c,1,1765
1,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1,1.0,6,0,0,0,0,0,0,0,0,0.0,3,3,0,3,2,0,0,0,0,1.0,25,17,8.954545454545455,8,0,2,1.0,True,1,0.0,0,9,0.0,1.0,34.111111111111114,4.175176495123541,1.0,0,0,0,9,0.10588235294117647,20,0.75,5,1.0,96,3329,33.6875,25.2385751793427,139,37.576470588235296,24.210049673437503,0.6442874834822128,0.11458333333333333,1,0,74,False,2,0,0.0,0.07291666666666667,11,0,1.0,0.8854166666666666,13,13.0,7,3.7857142857142856,12,32,75,168,44,243,1326.64,31.5,41789.22,0.4422,82.8,715,0,0.0,079840_FormAI_13415.c,C:\Users\ad\Downloads\codepython\project\fraud_detection_system\data_C\AI\079840_FormAI_13415.c,1,3329
1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,3,3.0,5,0,0,1,1,1,0,0,0,1.0,3,3,0,3,0,0,0,0,0,0.0,5,14,5.897435897435898,2,0,1,1.0,True,1,0.0,0,2,0.0,1.0,45.0,15.0,1.0,0,0,0,2,0.05714285714285714,7,1.0,8,1.0,44,1126,24.613636363636363,21.820773993741614,78,30.02857142857143,21.326691142838847,0.7102133111316458,0.20454545454545456,1,0,30,False,2,0,0.0,0.18181818181818182,7,0,1.0,0.7954545454545454,6,6.0,4,2.25,5,32,9,63,37,72,375.08,4.92,1846.1,0.125,99.3,338,0,0.0,083227_FormAI_6277.c,C:\Users\ad\Downloads\codepython\project\fraud_detection_system\data_C\AI\083227_FormAI_6277.c,1,1126
2,3,0,0,0,1,0,1,0,0,0,0,5,0,0,0,0,0,0.0,1,1.0,3,0,1,0,0,0,0,0,0,0.0,3,2,1,3,0,0,0,0,0,0.0,0,22,6.925,6,0,2,1.0,True,3,0.6666666666666666,0,5,0.2,1.0,32.8,10.225458424931373,1.0,0,0,0,5,0.1724137931034483,1,1.0,20,1.0,36,1044,28.02777777777778,24.304190437854665,91,34.793103448275865,22.313409159060463,0.6413170125002511,0.19444444444444445,1,0,21,False,2,0,0.0,0.0,3,0,1.0,0.8055555555555556,1,0.5,2,1.3333333333333333,4,36,5,63,40,68,361.89,3.5,1266.62,0.1206,100.0,283,0,0.0,070010_FormAI_34440.c,C:\Users\ad\Downloads\codepython\project\fraud_detection_system\data_C\AI\070010_FormAI_34440.c,1,1044
1,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0.0,3,3.0,18,5,1,0,3,3,0,0,0,1.0,3,3,0,3,0,0,0,0,0,0.0,0,14,4.8307692307692305,0,0,1,1.0,True,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,4,1.0,11,1.0,85,2031,22.905882352941177,18.424167970302594,63,30.904761904761905,14.518422107752144,0.46977945186871345,0.25882352941176473,1,0,58,False,2,0,0.0,0.0,6,0,1.0,0.7411764705882353,11,11.0,4,3.0,4,45,9,108,49,117,656.92,4.8,3153.22,0.219,67.62,553,0,0.0,095568_FormAI_95873.c,C:\Users\ad\Downloads\codepython\project\fraud_detection_system\data_C\AI\095568_FormAI_95873.c,1,2031
3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,5,1,0,0,0,0,0,0,0,0.0,1,1,0,1,0,0,0,0,0,0.0,21,8,2.727272727272727,0,0,0,1.0,True,3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,4,1.0,4,1.0,31,571,17.451612903225808,15.212131639301786,81,19.321428571428573,14.834933606256577,0.7677969334106916,0.0967741935483871,1,0,21,False,2,0,0.0,0.0,6,0,1.0,0.9032258064516129,3,1.0,3,1.6666666666666667,5,20,13,56,25,69,320.43,7.0,2242.98,0.1068,86.33,242,0,0.0,021417_FormAI_34746.c,C:\Users\ad\Downloads\codepython\project\fraud_detection_system\data_C\AI\021417_FormAI_34746.c,1,571
3,3,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0.0,4,4.0,17,0,0,0,0,0,0,0,0,0.0,5,3,2,5,0,0,0,0,0,0.0,0,31,6.225,8,0,0,1.0,True,3,0.6666666666666666,0,15,0.0,1.0,31.466666666666665,8.172039049235034,1.0,0,2,0,15,0.16853932584269662,14,1.0,55,1.0,103,3495,32.94174757281554,24.3712488745093,85,38.12359550561798,22.132298948262484,0.5805407033290189,0.13592233009708737,1,0,76,False,2,0,0.0,0.0,12,0,1.0,0.8640776699029126,11,3.6666666666666665,4,2.3076923076923075,10,49,34,206,59,240,1411.83,21.02,29677.33,0.4706,87.74,965,0,0.0,022431_FormAI_4076.c,C:\Users\ad\Downloads\codepython\project\fraud_detection_system\data_C\AI\022431_FormAI_4076.c,1,3495
5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,2,0,0,0,0,0,0,1,1,0.0,4,4,0,4,0,0,0,0,0,0.0,7,18,5.27027027027027,0,8,0,1.0,True,5,0.0,0,9,0.0,1.0,45.44444444444444,17.056188913321567,0.8888888888888888,0,5,0,9,0.1323529411764706,29,1.0,4,1.0,81,1906,22.54320987654321,20.536056446846136,114,26.852941176470587,19.66279310082756,0.7322398306989453,0.16049382716049382,1,0,49,False,2,0,0.0,0.0,16,0,1.0,0.8395061728395061,11,2.2,3,1.9375,9,43,41,109,52,150,855.07,11.41,9753.72,0.285,91.72,548,0,0.0,032087_FormAI_87547.c,C:\Users\ad\Downloads\codepython\project\fraud_detection_system\data_C\AI\032087_FormAI_87547.c,1,1906
5,5,0,0,0,0,0,4,0,0,0,0,0,1,0,0,2,1,1.0,1,1.0,6,0,0,0,0,0,0,0,0,0.0,4,4,0,4,2,0,0,0,0,1.0,20,30,9.331168831168831,9,3,2,0.75,False,5,0.0,0,20,0.0,1.0,36.15,14.994248897494,1.0,0,12,0,20,0.19047619047619047,29,1.0,23,1.0,116,4235,35.51724137931034,31.468507179625632,221,39.23809523809524,30.78977066046877,0.7846907571235971,0.09482758620689655,1,0,80,False,2,0,0.0,0.0,14,0,1.0,0.9051724137931034,9,1.8,3,2.0,17,50,57,204,67,261,1583.25,34.68,54907.08,0.5277,86.51,980,0,0.0,060589_FormAI_65133.c,C:\Users\ad\Downloads\codepython\project\fraud_detection_system\data_C\AI\060589_FormAI_65133.c,1,4235
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,12,3,0,0,0,0,0,0,0,0.0,1,1,0,1,0,0,0,0,0,0.0,4,11,6.574468085106383,3,0,0,1.0,True,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,9,1.0,10,1.0,33,1047,30.757575757575758,22.1660815184061,68,38.73076923076923,17.97339420944981,0.46405983063127615,0.21212121212121213,1,0,23,False,2,0,0.0,0.06060606060606061,1,0,1.0,0.7878787878787878,0,0.0,1,1.0,6,30,14,69,36,83,429.1,6.9,2960.82,0.143,86.7,312,0,0.0,083886_FormAI_30336.c,C:\Users\ad\Downloads\codepython\project\fraud_detection_system\data_C\AI\083886_FormAI_30336.c,1,1047
